"Sat, Nov 3, 2001",6:30 pm,Philadelphia 76ers,76,Washington Wizards,90,Box Score,,
"Sun, Nov 4, 2001",7:00 pm,Washington Wizards,78,Detroit Pistons,100,Box Score,,
"Sun, Nov 4, 2001",6:00 pm,Portland Trail Blazers,86,Golden State Warriors,96,Box Score,,
"Sun, Nov 4, 2001",6:30 pm,Utah Jazz,96,Los Angeles Lakers,100,Box Score,,
"Sun, Nov 4, 2001",2:00 pm,Dallas Mavericks,94,Memphis Grizzlies,85,Box Score,,
"Sun, Nov 4, 2001",6:00 pm,Houston Rockets,103,Phoenix Suns,100,Box Score,,
"Sun, Nov 4, 2001",6:00 pm,San Antonio Spurs,83,Sacramento Kings,103,Box Score,,
"Sun, Nov 4, 2001",5:30 pm,Indiana Pacers,100,Toronto Raptors,113,Box Score,,
"Mon, Nov 5, 2001",7:30 pm,Atlanta Hawks,86,Los Angeles Clippers,109,Box Score,,
"Mon, Nov 5, 2001",7:30 pm,Seattle SuperSonics,123,Orlando Magic,119,Box Score,2OT,
"Tue, Nov 6, 2001",7:00 pm,Sacramento Kings,115,Cleveland Cavaliers,99,Box Score,,
"Tue, Nov 6, 2001",7:30 pm,Charlotte Hornets,92,Dallas Mavericks,110,Box Score,,
"Tue, Nov 6, 2001",7:30 pm,Denver Nuggets,93,Houston Rockets,99,Box Score,,
"Tue, Nov 6, 2001",7:30 pm,Seattle SuperSonics,85,Miami Heat,87,Box Score,OT,
"Tue, Nov 6, 2001",7:00 pm,New York Knicks,94,Minnesota Timberwolves,104,Box Score,,
"Tue, Nov 6, 2001",7:00 pm,Indiana Pacers,87,Philadelphia 76ers,77,Box Score,,
"Tue, Nov 6, 2001",7:00 pm,Memphis Grizzlies,101,Phoenix Suns,113,Box Score,,
"Tue, Nov 6, 2001",7:00 pm,Utah Jazz,83,Portland Trail Blazers,101,Box Score,,
"Tue, Nov 6, 2001",7:00 pm,Orlando Magic,89,San Antonio Spurs,104,Box Score,,
"Wed, Nov 7, 2001",8:00 pm,Washington Wizards,95,Boston Celtics,104,Box Score,,
"Wed, Nov 7, 2001",7:30 pm,Detroit Pistons,97,Chicago Bulls,73,Box Score,,
"Wed, Nov 7, 2001",8:00 pm,Sacramento Kings,104,Indiana Pacers,116,Box Score,,
"Wed, Nov 7, 2001",7:30 pm,Memphis Grizzlies,92,Los Angeles Clippers,108,Box Score,,
"Wed, Nov 7, 2001",7:30 pm,Cleveland Cavaliers,64,New York Knicks,82,Box Score,,
"Wed, Nov 7, 2001",7:00 pm,Golden State Warriors,92,Toronto Raptors,109,Box Score,,
"Wed, Nov 7, 2001",7:00 pm,Atlanta Hawks,89,Utah Jazz,96,Box Score,,
"Thu, Nov 8, 2001",7:00 pm,San Antonio Spurs,105,Charlotte Hornets,95,Box Score,,
"Thu, Nov 8, 2001",7:30 pm,Denver Nuggets,91,Dallas Mavericks,105,Box Score,,
"Thu, Nov 8, 2001",8:00 pm,Philadelphia 76ers,72,Houston Rockets,77,Box Score,,
"Thu, Nov 8, 2001",7:00 pm,Miami Heat,82,Milwaukee Bucks,86,Box Score,,
"Thu, Nov 8, 2001",7:00 pm,Chicago Bulls,74,Minnesota Timberwolves,127,Box Score,,
"Thu, Nov 8, 2001",7:30 pm,Seattle SuperSonics,94,New Jersey Nets,106,Box Score,,
"Thu, Nov 8, 2001",7:00 pm,Atlanta Hawks,80,Phoenix Suns,108,Box Score,,
"Thu, Nov 8, 2001",7:00 pm,Los Angeles Clippers,101,Portland Trail Blazers,119,Box Score,,
"Fri, Nov 9, 2001",7:30 pm,Seattle SuperSonics,94,Boston Celtics,104,Box Score,,
"Fri, Nov 9, 2001",7:00 pm,Houston Rockets,81,Denver Nuggets,108,Box Score,,
"Fri, Nov 9, 2001",7:00 pm,New York Knicks,95,Indiana Pacers,103,Box Score,,
"Fri, Nov 9, 2001",7:30 pm,Memphis Grizzlies,86,Los Angeles Lakers,110,Box Score,,
"Fri, Nov 9, 2001",7:30 pm,Sacramento Kings,105,Orlando Magic,115,Box Score,,
"Fri, Nov 9, 2001",7:00 pm,Golden State Warriors,109,Washington Wizards,100,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Charlotte Hornets,89,Chicago Bulls,85,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Philadelphia 76ers,98,Dallas Mavericks,91,Box Score,,
"Sat, Nov 10, 2001",8:00 pm,Portland Trail Blazers,96,Indiana Pacers,105,Box Score,,
"Sat, Nov 10, 2001",12:30 pm,Phoenix Suns,102,Los Angeles Clippers,111,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Sacramento Kings,90,Miami Heat,75,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Minnesota Timberwolves,98,Milwaukee Bucks,82,Box Score,,
"Sat, Nov 10, 2001",1:00 pm,Cleveland Cavaliers,84,New Jersey Nets,87,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Golden State Warriors,90,New York Knicks,71,Box Score,,
"Sat, Nov 10, 2001",7:30 pm,Atlanta Hawks,88,San Antonio Spurs,110,Box Score,,
"Sat, Nov 10, 2001",7:00 pm,Toronto Raptors,117,Utah Jazz,96,Box Score,,
"Sun, Nov 11, 2001",7:00 pm,Toronto Raptors,85,Denver Nuggets,96,Box Score,,
"Sun, Nov 11, 2001",6:00 pm,Portland Trail Blazers,100,Detroit Pistons,98,Box Score,,
"Sun, Nov 11, 2001",6:30 pm,Orlando Magic,95,Los Angeles Lakers,108,Box Score,,
"Sun, Nov 11, 2001",1:00 pm,Seattle SuperSonics,99,Washington Wizards,84,Box Score,,
"Mon, Nov 12, 2001",7:00 pm,Golden State Warriors,86,Memphis Grizzlies,79,Box Score,,
"Mon, Nov 12, 2001",7:00 pm,Orlando Magic,98,Utah Jazz,105,Box Score,,
"Tue, Nov 13, 2001",7:00 pm,Chicago Bulls,93,Denver Nuggets,101,Box Score,,
"Tue, Nov 13, 2001",7:00 pm,New Jersey Nets,91,Indiana Pacers,82,Box Score,,
"Tue, Nov 13, 2001",7:30 pm,Philadelphia 76ers,82,Miami Heat,76,Box Score,,
"Tue, Nov 13, 2001",7:00 pm,Cleveland Cavaliers,107,Minnesota Timberwolves,103,Box Score,,
"Tue, Nov 13, 2001",7:30 pm,Portland Trail Blazers,82,New York Knicks,89,Box Score,,
"Tue, Nov 13, 2001",5:00 pm,Toronto Raptors,86,Sacramento Kings,95,Box Score,,
"Tue, Nov 13, 2001",7:30 pm,Houston Rockets,86,San Antonio Spurs,90,Box Score,,
"Tue, Nov 13, 2001",7:00 pm,Phoenix Suns,92,Seattle SuperSonics,91,Box Score,,
"Wed, Nov 14, 2001",7:30 pm,Utah Jazz,79,Atlanta Hawks,111,Box Score,,
"Wed, Nov 14, 2001",7:00 pm,Indiana Pacers,93,Boston Celtics,101,Box Score,,
"Wed, Nov 14, 2001",7:00 pm,Dallas Mavericks,107,Cleveland Cavaliers,94,Box Score,,
"Wed, Nov 14, 2001",7:30 pm,Toronto Raptors,89,Golden State Warriors,82,Box Score,,
"Wed, Nov 14, 2001",7:30 pm,Chicago Bulls,102,Los Angeles Clippers,106,Box Score,,
"Wed, Nov 14, 2001",7:00 pm,Charlotte Hornets,86,Philadelphia 76ers,100,Box Score,,
"Wed, Nov 14, 2001",6:00 pm,Orlando Magic,93,Phoenix Suns,92,Box Score,,
"Wed, Nov 14, 2001",7:00 pm,Milwaukee Bucks,107,Washington Wizards,98,Box Score,,
"Thu, Nov 15, 2001",7:00 pm,Orlando Magic,101,Denver Nuggets,82,Box Score,,
"Thu, Nov 15, 2001",7:30 pm,Dallas Mavericks,89,Detroit Pistons,115,Box Score,,
"Thu, Nov 15, 2001",8:00 pm,Los Angeles Lakers,98,Houston Rockets,97,Box Score,OT,
"Thu, Nov 15, 2001",7:00 pm,Portland Trail Blazers,101,Memphis Grizzlies,85,Box Score,,
"Thu, Nov 15, 2001",7:30 pm,Miami Heat,74,New York Knicks,83,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Minnesota Timberwolves,120,Indiana Pacers,113,Box Score,2OT,
"Fri, Nov 16, 2001",7:30 pm,Toronto Raptors,94,Los Angeles Clippers,85,Box Score,,
"Fri, Nov 16, 2001",7:30 pm,Charlotte Hornets,96,Miami Heat,87,Box Score,,
"Fri, Nov 16, 2001",7:30 pm,New York Knicks,83,New Jersey Nets,109,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Atlanta Hawks,78,Philadelphia 76ers,98,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Los Angeles Lakers,83,Phoenix Suns,95,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Chicago Bulls,71,Sacramento Kings,105,Box Score,,
"Fri, Nov 16, 2001",7:30 pm,Cleveland Cavaliers,91,San Antonio Spurs,105,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Golden State Warriors,91,Seattle SuperSonics,100,Box Score,,
"Fri, Nov 16, 2001",7:00 pm,Utah Jazz,101,Washington Wizards,92,Box Score,,
"Sat, Nov 17, 2001",7:00 pm,Boston Celtics,103,Atlanta Hawks,112,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Portland Trail Blazers,97,Charlotte Hornets,87,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Indiana Pacers,98,Detroit Pistons,104,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Chicago Bulls,88,Golden State Warriors,93,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Dallas Mavericks,87,Houston Rockets,124,Box Score,,
"Sat, Nov 17, 2001",7:00 pm,Cleveland Cavaliers,93,Memphis Grizzlies,98,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Utah Jazz,93,Milwaukee Bucks,104,Box Score,,
"Sat, Nov 17, 2001",7:00 pm,Orlando Magic,95,Minnesota Timberwolves,103,Box Score,,
"Sat, Nov 17, 2001",8:00 pm,Philadelphia 76ers,94,New Jersey Nets,82,Box Score,,
"Sat, Nov 17, 2001",7:30 pm,Denver Nuggets,103,Seattle SuperSonics,93,Box Score,,
"Sun, Nov 18, 2001",12:30 pm,New York Knicks,86,Los Angeles Clippers,99,Box Score,,
"Sun, Nov 18, 2001",6:30 pm,Sacramento Kings,85,Los Angeles Lakers,93,Box Score,,
"Sun, Nov 18, 2001",6:00 pm,Toronto Raptors,87,Phoenix Suns,81,Box Score,,
"Mon, Nov 19, 2001",7:00 pm,New Jersey Nets,96,Denver Nuggets,99,Box Score,OT,
"Mon, Nov 19, 2001",7:00 pm,Houston Rockets,77,Sacramento Kings,113,Box Score,,
"Tue, Nov 20, 2001",7:30 pm,Seattle SuperSonics,105,Dallas Mavericks,97,Box Score,,
"Tue, Nov 20, 2001",7:30 pm,New York Knicks,94,Golden State Warriors,70,Box Score,,
"Tue, Nov 20, 2001",7:00 pm,Atlanta Hawks,102,Indiana Pacers,106,Box Score,,
"Tue, Nov 20, 2001",7:30 pm,Los Angeles Lakers,98,Los Angeles Clippers,93,Box Score,,
"Tue, Nov 20, 2001",8:00 pm,Minnesota Timberwolves,80,Miami Heat,73,Box Score,,
"Tue, Nov 20, 2001",7:00 pm,Houston Rockets,94,Portland Trail Blazers,87,Box Score,,
"Tue, Nov 20, 2001",6:30 pm,Detroit Pistons,88,Toronto Raptors,84,Box Score,,
"Tue, Nov 20, 2001",8:00 pm,Charlotte Hornets,95,Washington Wizards,88,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Atlanta Hawks,92,Boston Celtics,85,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Dallas Mavericks,89,Charlotte Hornets,78,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Memphis Grizzlies,94,Cleveland Cavaliers,101,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Los Angeles Lakers,89,Denver Nuggets,68,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Chicago Bulls,92,Milwaukee Bucks,96,Box Score,,
"Wed, Nov 21, 2001",7:30 pm,Minnesota Timberwolves,106,Orlando Magic,117,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Detroit Pistons,89,Philadelphia 76ers,94,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,New York Knicks,72,Phoenix Suns,96,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,Portland Trail Blazers,83,Sacramento Kings,95,Box Score,,
"Wed, Nov 21, 2001",7:30 pm,Seattle SuperSonics,93,San Antonio Spurs,110,Box Score,,
"Wed, Nov 21, 2001",7:00 pm,New Jersey Nets,90,Utah Jazz,89,Box Score,OT,
"Thu, Nov 22, 2001",8:00 pm,Washington Wizards,103,Indiana Pacers,110,Box Score,,
"Thu, Nov 22, 2001",7:30 pm,New Jersey Nets,95,Los Angeles Clippers,90,Box Score,,
"Thu, Nov 22, 2001",8:00 pm,Milwaukee Bucks,78,Toronto Raptors,75,Box Score,,
"Fri, Nov 23, 2001",7:30 pm,Detroit Pistons,99,Atlanta Hawks,106,Box Score,,
"Fri, Nov 23, 2001",7:30 pm,Toronto Raptors,91,Boston Celtics,89,Box Score,,
"Fri, Nov 23, 2001",7:30 pm,Orlando Magic,109,Charlotte Hornets,99,Box Score,,
"Fri, Nov 23, 2001",8:00 pm,San Antonio Spurs,97,Indiana Pacers,79,Box Score,,
"Fri, Nov 23, 2001",7:30 pm,Golden State Warriors,90,Los Angeles Lakers,106,Box Score,,
"Fri, Nov 23, 2001",7:00 pm,Phoenix Suns,103,Memphis Grizzlies,89,Box Score,,
"Fri, Nov 23, 2001",7:30 pm,Dallas Mavericks,104,Miami Heat,94,Box Score,,
"Fri, Nov 23, 2001",7:00 pm,Cleveland Cavaliers,68,Philadelphia 76ers,79,Box Score,,
"Fri, Nov 23, 2001",7:00 pm,Denver Nuggets,90,Portland Trail Blazers,97,Box Score,,
"Fri, Nov 23, 2001",7:00 pm,Houston Rockets,81,Seattle SuperSonics,99,Box Score,,
"Fri, Nov 23, 2001",7:00 pm,Los Angeles Clippers,101,Utah Jazz,106,Box Score,,
"Sat, Nov 24, 2001",7:30 pm,Miami Heat,96,Cleveland Cavaliers,100,Box Score,OT,
"Sat, Nov 24, 2001",7:30 pm,Phoenix Suns,104,Dallas Mavericks,119,Box Score,,
"Sat, Nov 24, 2001",7:30 pm,Memphis Grizzlies,84,Detroit Pistons,91,Box Score,,
"Sat, Nov 24, 2001",8:00 pm,Atlanta Hawks,88,Milwaukee Bucks,95,Box Score,,
"Sat, Nov 24, 2001",7:00 pm,San Antonio Spurs,94,Minnesota Timberwolves,99,Box Score,,
"Sat, Nov 24, 2001",1:00 pm,Chicago Bulls,71,New York Knicks,78,Box Score,,
"Sat, Nov 24, 2001",7:30 pm,Charlotte Hornets,103,Orlando Magic,101,Box Score,,
"Sat, Nov 24, 2001",7:00 pm,New Jersey Nets,97,Sacramento Kings,98,Box Score,,
"Sat, Nov 24, 2001",7:00 pm,Boston Celtics,84,Washington Wizards,88,Box Score,OT,
"Sun, Nov 25, 2001",6:00 pm,New Jersey Nets,85,Golden State Warriors,101,Box Score,,
"Sun, Nov 25, 2001",12:30 pm,Houston Rockets,83,Los Angeles Clippers,90,Box Score,,
"Sun, Nov 25, 2001",6:30 pm,Denver Nuggets,98,Los Angeles Lakers,105,Box Score,,
"Sun, Nov 25, 2001",4:00 pm,Indiana Pacers,88,Seattle SuperSonics,99,Box Score,,
"Sun, Nov 25, 2001",12:30 pm,Philadelphia 76ers,88,Toronto Raptors,107,Box Score,,
"Mon, Nov 26, 2001",7:00 pm,Sacramento Kings,94,Memphis Grizzlies,98,Box Score,,
"Mon, Nov 26, 2001",7:30 pm,Atlanta Hawks,83,New York Knicks,88,Box Score,,
"Mon, Nov 26, 2001",7:30 pm,Detroit Pistons,105,Orlando Magic,100,Box Score,,
"Mon, Nov 26, 2001",7:00 pm,Phoenix Suns,111,Utah Jazz,104,Box Score,OT,
"Tue, Nov 27, 2001",7:00 pm,Washington Wizards,75,Cleveland Cavaliers,94,Box Score,,
"Tue, Nov 27, 2001",7:30 pm,Golden State Warriors,106,Dallas Mavericks,116,Box Score,,
"Tue, Nov 27, 2001",7:00 pm,Sacramento Kings,89,Houston Rockets,84,Box Score,,
"Tue, Nov 27, 2001",7:30 pm,Milwaukee Bucks,85,Los Angeles Lakers,104,Box Score,,
"Tue, Nov 27, 2001",7:30 pm,Boston Celtics,84,Miami Heat,83,Box Score,,
"Tue, Nov 27, 2001",7:30 pm,Chicago Bulls,68,New Jersey Nets,100,Box Score,,
"Tue, Nov 27, 2001",7:00 pm,Indiana Pacers,90,Portland Trail Blazers,96,Box Score,,
"Tue, Nov 27, 2001",7:00 pm,Minnesota Timberwolves,102,Seattle SuperSonics,112,Box Score,,
"Wed, Nov 28, 2001",7:30 pm,New York Knicks,105,Atlanta Hawks,100,Box Score,,
"Wed, Nov 28, 2001",7:00 pm,Indiana Pacers,99,Denver Nuggets,85,Box Score,,
"Wed, Nov 28, 2001",7:30 pm,Charlotte Hornets,104,Detroit Pistons,96,Box Score,,
"Wed, Nov 28, 2001",7:30 pm,Minnesota Timberwolves,75,Los Angeles Clippers,94,Box Score,,
"Wed, Nov 28, 2001",8:00 pm,Washington Wizards,94,Philadelphia 76ers,87,Box Score,,
"Wed, Nov 28, 2001",7:00 pm,Milwaukee Bucks,84,Phoenix Suns,104,Box Score,,
"Wed, Nov 28, 2001",7:30 pm,Golden State Warriors,83,San Antonio Spurs,94,Box Score,,
"Wed, Nov 28, 2001",7:00 pm,Seattle SuperSonics,88,Utah Jazz,112,Box Score,,
"Thu, Nov 29, 2001",7:30 pm,Miami Heat,72,Chicago Bulls,78,Box Score,,
"Thu, Nov 29, 2001",7:00 pm,Atlanta Hawks,105,Cleveland Cavaliers,96,Box Score,,
"Thu, Nov 29, 2001",7:30 pm,Sacramento Kings,110,Dallas Mavericks,98,Box Score,,
"Thu, Nov 29, 2001",7:30 pm,Boston Celtics,99,Orlando Magic,89,Box Score,,
"Thu, Nov 29, 2001",6:30 pm,Memphis Grizzlies,88,Toronto Raptors,91,Box Score,,
"Fri, Nov 30, 2001",7:30 pm,Detroit Pistons,110,Charlotte Hornets,105,Box Score,,
"Fri, Nov 30, 2001",7:00 pm,Los Angeles Clippers,93,Denver Nuggets,96,Box Score,,
"Fri, Nov 30, 2001",7:00 pm,Houston Rockets,85,Memphis Grizzlies,102,Box Score,,
"Fri, Nov 30, 2001",7:30 pm,Washington Wizards,84,Miami Heat,75,Box Score,,
"Fri, Nov 30, 2001",7:00 pm,Utah Jazz,76,Phoenix Suns,98,Box Score,,
"Fri, Nov 30, 2001",7:00 pm,Milwaukee Bucks,95,Portland Trail Blazers,101,Box Score,,
"Fri, Nov 30, 2001",7:30 pm,Sacramento Kings,109,San Antonio Spurs,106,Box Score,OT,
"Fri, Nov 30, 2001",7:00 pm,Los Angeles Lakers,107,Seattle SuperSonics,92,Box Score,,
"Sat, Dec 1, 2001",2:00 pm,Toronto Raptors,104,Atlanta Hawks,103,Box Score,,
"Sat, Dec 1, 2001",7:30 pm,Philadelphia 76ers,93,Chicago Bulls,76,Box Score,,
"Sat, Dec 1, 2001",7:30 pm,Charlotte Hornets,81,Cleveland Cavaliers,93,Box Score,,
"Sat, Dec 1, 2001",7:30 pm,Dallas Mavericks,111,Golden State Warriors,82,Box Score,,
"Sat, Dec 1, 2001",7:30 pm,San Antonio Spurs,85,Houston Rockets,75,Box Score,,
"Sat, Dec 1, 2001",7:30 pm,Minnesota Timberwolves,76,Los Angeles Lakers,102,Box Score,,
"Sat, Dec 1, 2001",1:00 pm,Boston Celtics,105,New Jersey Nets,98,Box Score,OT,
"Sat, Dec 1, 2001",8:00 pm,Detroit Pistons,100,New York Knicks,97,Box Score,,
"Sat, Dec 1, 2001",7:00 pm,Phoenix Suns,97,Portland Trail Blazers,83,Box Score,,
"Sat, Dec 1, 2001",7:00 pm,Indiana Pacers,100,Utah Jazz,97,Box Score,,
"Sat, Dec 1, 2001",6:30 pm,Orlando Magic,96,Washington Wizards,87,Box Score,,
"Sun, Dec 2, 2001",6:00 pm,Indiana Pacers,72,Los Angeles Clippers,103,Box Score,,
"Sun, Dec 2, 2001",6:00 pm,Memphis Grizzlies,93,Philadelphia 76ers,87,Box Score,,
"Sun, Dec 2, 2001",6:00 pm,Dallas Mavericks,120,Sacramento Kings,114,Box Score,OT,
"Sun, Dec 2, 2001",6:00 pm,Milwaukee Bucks,83,Seattle SuperSonics,97,Box Score,,
"Sun, Dec 2, 2001",3:00 pm,Boston Celtics,85,Toronto Raptors,69,Box Score,,
"Mon, Dec 3, 2001",7:30 pm,Houston Rockets,86,New York Knicks,89,Box Score,,
"Mon, Dec 3, 2001",7:30 pm,Memphis Grizzlies,71,Orlando Magic,113,Box Score,,
"Mon, Dec 3, 2001",7:00 pm,Golden State Warriors,93,Phoenix Suns,110,Box Score,,
"Tue, Dec 4, 2001",7:30 pm,Houston Rockets,75,Chicago Bulls,103,Box Score,,
"Tue, Dec 4, 2001",7:00 pm,Detroit Pistons,88,Cleveland Cavaliers,100,Box Score,,
"Tue, Dec 4, 2001",7:00 pm,Denver Nuggets,96,Indiana Pacers,104,Box Score,,
"Tue, Dec 4, 2001",7:30 pm,Miami Heat,83,Los Angeles Clippers,87,Box Score,,
"Tue, Dec 4, 2001",7:00 pm,New York Knicks,85,Milwaukee Bucks,71,Box Score,,
"Tue, Dec 4, 2001",7:00 pm,Seattle SuperSonics,83,Minnesota Timberwolves,108,Box Score,,
"Tue, Dec 4, 2001",5:00 pm,Philadelphia 76ers,84,Sacramento Kings,94,Box Score,,
"Tue, Dec 4, 2001",7:30 pm,Washington Wizards,88,San Antonio Spurs,103,Box Score,,
"Tue, Dec 4, 2001",7:00 pm,Charlotte Hornets,100,Utah Jazz,104,Box Score,,
"Wed, Dec 5, 2001",7:30 pm,San Antonio Spurs,120,Atlanta Hawks,112,Box Score,,
"Wed, Dec 5, 2001",7:00 pm,Denver Nuggets,80,Boston Celtics,95,Box Score,,
"Wed, Dec 5, 2001",7:30 pm,Seattle SuperSonics,91,Detroit Pistons,95,Box Score,,
"Wed, Dec 5, 2001",7:30 pm,Philadelphia 76ers,87,Golden State Warriors,93,Box Score,,
"Wed, Dec 5, 2001",7:30 pm,Dallas Mavericks,94,Los Angeles Lakers,98,Box Score,,
"Wed, Dec 5, 2001",8:00 pm,Phoenix Suns,87,New Jersey Nets,106,Box Score,,
"Wed, Dec 5, 2001",7:30 pm,Chicago Bulls,74,Orlando Magic,102,Box Score,,
"Thu, Dec 6, 2001",7:30 pm,Washington Wizards,85,Houston Rockets,82,Box Score,,
"Thu, Dec 6, 2001",7:00 pm,Minnesota Timberwolves,105,Memphis Grizzlies,80,Box Score,,
"Thu, Dec 6, 2001",8:00 pm,Toronto Raptors,89,Milwaukee Bucks,95,Box Score,,
"Thu, Dec 6, 2001",7:00 pm,Charlotte Hornets,95,Portland Trail Blazers,89,Box Score,,
"Fri, Dec 7, 2001",7:30 pm,Phoenix Suns,102,Boston Celtics,109,Box Score,OT,
"Fri, Dec 7, 2001",7:30 pm,Charlotte Hornets,106,Golden State Warriors,89,Box Score,,
"Fri, Dec 7, 2001",7:00 pm,Chicago Bulls,83,Indiana Pacers,98,Box Score,,
"Fri, Dec 7, 2001",7:30 pm,Utah Jazz,102,Los Angeles Clippers,86,Box Score,,
