"Sat, Nov 2, 2002",7:00 pm,New Jersey Nets,87,Washington Wizards,79,Box Score,,
"Sun, Nov 3, 2002",12:30 pm,Detroit Pistons,72,Los Angeles Clippers,74,Box Score,,
"Sun, Nov 3, 2002",6:30 pm,Portland Trail Blazers,95,Los Angeles Lakers,98,Box Score,OT,
"Sun, Nov 3, 2002",6:00 pm,Sacramento Kings,78,Miami Heat,88,Box Score,,
"Sun, Nov 3, 2002",6:00 pm,Utah Jazz,77,Seattle SuperSonics,91,Box Score,,
"Mon, Nov 4, 2002",7:30 pm,Golden State Warriors,100,Dallas Mavericks,107,Box Score,,
"Mon, Nov 4, 2002",7:00 pm,San Antonio Spurs,103,Memphis Grizzlies,101,Box Score,OT,
"Mon, Nov 4, 2002",7:30 pm,Minnesota Timberwolves,82,New Jersey Nets,106,Box Score,,
"Mon, Nov 4, 2002",7:30 pm,Milwaukee Bucks,97,New York Knicks,88,Box Score,,
"Mon, Nov 4, 2002",7:00 pm,Detroit Pistons,84,Phoenix Suns,82,Box Score,,
"Mon, Nov 4, 2002",7:00 pm,Chicago Bulls,105,Toronto Raptors,109,Box Score,OT,
"Tue, Nov 5, 2002",7:00 pm,Los Angeles Lakers,70,Cleveland Cavaliers,89,Box Score,,
"Tue, Nov 5, 2002",7:00 pm,Atlanta Hawks,103,Denver Nuggets,87,Box Score,,
"Tue, Nov 5, 2002",7:30 pm,Seattle SuperSonics,104,Houston Rockets,97,Box Score,,
"Tue, Nov 5, 2002",7:30 pm,Indiana Pacers,83,Miami Heat,79,Box Score,,
"Tue, Nov 5, 2002",7:00 pm,Washington Wizards,86,Minnesota Timberwolves,90,Box Score,,
"Tue, Nov 5, 2002",7:00 pm,Sacramento Kings,121,Orlando Magic,125,Box Score,,
"Tue, Nov 5, 2002",7:30 pm,Golden State Warriors,73,San Antonio Spurs,93,Box Score,,
"Wed, Nov 6, 2002",7:30 pm,Boston Celtics,91,Chicago Bulls,69,Box Score,,
"Wed, Nov 6, 2002",8:30 pm,New Jersey Nets,93,Milwaukee Bucks,99,Box Score,,
"Wed, Nov 6, 2002",7:30 pm,Seattle SuperSonics,84,New Orleans Hornets,86,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Sacramento Kings,88,New York Knicks,95,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Los Angeles Clippers,99,Philadelphia 76ers,101,Box Score,OT,
"Wed, Nov 6, 2002",7:00 pm,Atlanta Hawks,88,Phoenix Suns,93,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Memphis Grizzlies,88,Portland Trail Blazers,94,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Dallas Mavericks,106,Toronto Raptors,92,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Detroit Pistons,80,Utah Jazz,78,Box Score,,
"Wed, Nov 6, 2002",7:00 pm,Cleveland Cavaliers,100,Washington Wizards,107,Box Score,,
"Thu, Nov 7, 2002",7:30 pm,Los Angeles Lakers,95,Boston Celtics,98,Box Score,OT,
"Thu, Nov 7, 2002",8:00 pm,Detroit Pistons,89,Denver Nuggets,63,Box Score,,
"Thu, Nov 7, 2002",7:00 pm,Milwaukee Bucks,110,Minnesota Timberwolves,114,Box Score,,
"Fri, Nov 8, 2002",7:30 pm,Dallas Mavericks,114,Chicago Bulls,87,Box Score,,
"Fri, Nov 8, 2002",7:00 pm,New York Knicks,94,Indiana Pacers,107,Box Score,,
"Fri, Nov 8, 2002",7:30 pm,Los Angeles Clippers,92,New Jersey Nets,106,Box Score,,
"Fri, Nov 8, 2002",7:30 pm,Golden State Warriors,104,New Orleans Hornets,110,Box Score,,
"Fri, Nov 8, 2002",7:00 pm,Seattle SuperSonics,98,Orlando Magic,105,Box Score,,
"Fri, Nov 8, 2002",7:00 pm,Cleveland Cavaliers,84,Philadelphia 76ers,108,Box Score,,
"Fri, Nov 8, 2002",7:00 pm,Portland Trail Blazers,75,Phoenix Suns,86,Box Score,,
"Fri, Nov 8, 2002",7:30 pm,Memphis Grizzlies,91,Sacramento Kings,99,Box Score,,
"Fri, Nov 8, 2002",7:00 pm,Atlanta Hawks,97,Utah Jazz,110,Box Score,,
"Fri, Nov 8, 2002",8:00 pm,Los Angeles Lakers,99,Washington Wizards,100,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,New Jersey Nets,93,Chicago Bulls,100,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,Washington Wizards,93,Cleveland Cavaliers,79,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,Detroit Pistons,75,Dallas Mavericks,114,Box Score,,
"Sat, Nov 9, 2002",7:00 pm,Memphis Grizzlies,73,Denver Nuggets,84,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,Golden State Warriors,104,Houston Rockets,111,Box Score,,
"Sat, Nov 9, 2002",7:00 pm,Toronto Raptors,84,Indiana Pacers,108,Box Score,,
"Sat, Nov 9, 2002",8:00 pm,Seattle SuperSonics,84,Miami Heat,82,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,Philadelphia 76ers,105,Milwaukee Bucks,110,Box Score,OT,
"Sat, Nov 9, 2002",7:00 pm,Boston Celtics,105,Minnesota Timberwolves,99,Box Score,,
"Sat, Nov 9, 2002",7:30 pm,Portland Trail Blazers,95,San Antonio Spurs,76,Box Score,,
"Sun, Nov 10, 2002",4:00 pm,New Orleans Hornets,97,New York Knicks,91,Box Score,OT,
"Sun, Nov 10, 2002",5:00 pm,Los Angeles Clippers,120,Orlando Magic,117,Box Score,,
"Sun, Nov 10, 2002",6:00 pm,Atlanta Hawks,97,Sacramento Kings,105,Box Score,,
"Mon, Nov 11, 2002",7:00 pm,Utah Jazz,95,Boston Celtics,112,Box Score,,
"Mon, Nov 11, 2002",7:30 pm,Portland Trail Blazers,73,Dallas Mavericks,82,Box Score,,
"Mon, Nov 11, 2002",7:00 pm,Golden State Warriors,108,Memphis Grizzlies,101,Box Score,,
"Mon, Nov 11, 2002",7:30 pm,Minnesota Timberwolves,75,San Antonio Spurs,91,Box Score,,
"Tue, Nov 12, 2002",7:30 pm,New Orleans Hornets,87,Detroit Pistons,93,Box Score,,
"Tue, Nov 12, 2002",7:30 pm,Portland Trail Blazers,83,Houston Rockets,86,Box Score,,
"Tue, Nov 12, 2002",7:00 pm,Cleveland Cavaliers,75,Indiana Pacers,95,Box Score,,
"Tue, Nov 12, 2002",7:30 pm,Atlanta Hawks,95,Los Angeles Lakers,83,Box Score,,
"Tue, Nov 12, 2002",7:30 pm,Los Angeles Clippers,101,Miami Heat,82,Box Score,,
"Tue, Nov 12, 2002",7:30 pm,Utah Jazz,108,New York Knicks,87,Box Score,,
"Tue, Nov 12, 2002",7:00 pm,Toronto Raptors,115,Orlando Magic,109,Box Score,,
"Tue, Nov 12, 2002",7:00 pm,Seattle SuperSonics,101,Washington Wizards,95,Box Score,,
"Wed, Nov 13, 2002",7:00 pm,Philadelphia 76ers,81,Boston Celtics,91,Box Score,,
"Wed, Nov 13, 2002",7:00 pm,Dallas Mavericks,103,Cleveland Cavaliers,99,Box Score,,
"Wed, Nov 13, 2002",7:00 pm,Phoenix Suns,75,Denver Nuggets,72,Box Score,,
"Wed, Nov 13, 2002",6:30 pm,Sacramento Kings,104,Golden State Warriors,93,Box Score,,
"Wed, Nov 13, 2002",7:00 pm,Chicago Bulls,101,Milwaukee Bucks,108,Box Score,,
"Wed, Nov 13, 2002",7:00 pm,San Antonio Spurs,82,New Jersey Nets,91,Box Score,,
"Wed, Nov 13, 2002",7:30 pm,Minnesota Timberwolves,98,New Orleans Hornets,102,Box Score,,
"Thu, Nov 14, 2002",7:00 pm,Orlando Magic,101,Los Angeles Clippers,80,Box Score,,
"Thu, Nov 14, 2002",7:30 pm,San Antonio Spurs,94,Philadelphia 76ers,99,Box Score,,
"Thu, Nov 14, 2002",7:30 pm,Utah Jazz,102,Washington Wizards,105,Box Score,,
"Fri, Nov 15, 2002",8:00 pm,Dallas Mavericks,97,Boston Celtics,86,Box Score,,
"Fri, Nov 15, 2002",8:00 pm,Utah Jazz,75,Detroit Pistons,86,Box Score,,
"Fri, Nov 15, 2002",7:00 pm,Milwaukee Bucks,100,Indiana Pacers,103,Box Score,OT,
"Fri, Nov 15, 2002",7:30 pm,Golden State Warriors,89,Los Angeles Lakers,96,Box Score,OT,
"Fri, Nov 15, 2002",7:00 pm,Minnesota Timberwolves,99,Memphis Grizzlies,95,Box Score,,
"Fri, Nov 15, 2002",8:00 pm,New Jersey Nets,93,Miami Heat,84,Box Score,,
"Fri, Nov 15, 2002",7:30 pm,Chicago Bulls,87,New Orleans Hornets,105,Box Score,,
"Fri, Nov 15, 2002",8:30 pm,Houston Rockets,87,Phoenix Suns,88,Box Score,,
"Fri, Nov 15, 2002",7:00 pm,Los Angeles Clippers,88,Portland Trail Blazers,112,Box Score,,
"Fri, Nov 15, 2002",7:00 pm,Sacramento Kings,97,Seattle SuperSonics,111,Box Score,,
"Fri, Nov 15, 2002",7:00 pm,Denver Nuggets,79,Toronto Raptors,84,Box Score,,
"Sat, Nov 16, 2002",7:00 pm,New Orleans Hornets,82,Atlanta Hawks,89,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,Memphis Grizzlies,93,Chicago Bulls,111,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,San Antonio Spurs,90,Cleveland Cavaliers,77,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,Denver Nuggets,53,Detroit Pistons,74,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,Orlando Magic,92,Golden State Warriors,135,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,Boston Celtics,85,Milwaukee Bucks,104,Box Score,,
"Sat, Nov 16, 2002",7:00 pm,Indiana Pacers,107,Minnesota Timberwolves,101,Box Score,,
"Sat, Nov 16, 2002",7:30 pm,Dallas Mavericks,96,New Jersey Nets,88,Box Score,,
"Sat, Nov 16, 2002",1:00 pm,Philadelphia 76ers,93,New York Knicks,92,Box Score,,
"Sat, Nov 16, 2002",7:00 pm,Miami Heat,65,Washington Wizards,95,Box Score,,
"Sun, Nov 17, 2002",12:30 pm,Seattle SuperSonics,84,Los Angeles Clippers,78,Box Score,,
"Sun, Nov 17, 2002",6:30 pm,Houston Rockets,93,Los Angeles Lakers,89,Box Score,,
"Sun, Nov 17, 2002",7:00 pm,Washington Wizards,84,Philadelphia 76ers,100,Box Score,,
"Sun, Nov 17, 2002",6:00 pm,Orlando Magic,99,Sacramento Kings,101,Box Score,,
"Sun, Nov 17, 2002",3:30 pm,Utah Jazz,82,Toronto Raptors,78,Box Score,,
"Mon, Nov 18, 2002",7:30 pm,Toronto Raptors,92,Atlanta Hawks,117,Box Score,,
"Mon, Nov 18, 2002",7:30 pm,Los Angeles Clippers,99,Golden State Warriors,89,Box Score,,
"Mon, Nov 18, 2002",7:30 pm,Denver Nuggets,79,New Jersey Nets,99,Box Score,,
"Mon, Nov 18, 2002",7:30 pm,Detroit Pistons,91,New York Knicks,94,Box Score,,
"Mon, Nov 18, 2002",7:30 pm,Cleveland Cavaliers,78,San Antonio Spurs,104,Box Score,,
"Tue, Nov 19, 2002",7:30 pm,Los Angeles Lakers,72,Dallas Mavericks,98,Box Score,,
"Tue, Nov 19, 2002",7:30 pm,Cleveland Cavaliers,80,Houston Rockets,97,Box Score,,
"Tue, Nov 19, 2002",7:00 pm,Miami Heat,97,Milwaukee Bucks,93,Box Score,,
"Tue, Nov 19, 2002",7:00 pm,Memphis Grizzlies,106,Minnesota Timberwolves,110,Box Score,OT,
"Tue, Nov 19, 2002",7:30 pm,Philadelphia 76ers,98,New Orleans Hornets,99,Box Score,,
"Tue, Nov 19, 2002",7:00 pm,Chicago Bulls,98,Sacramento Kings,111,Box Score,,
"Tue, Nov 19, 2002",7:00 pm,Orlando Magic,101,Seattle SuperSonics,84,Box Score,,
"Tue, Nov 19, 2002",7:00 pm,Phoenix Suns,76,Utah Jazz,99,Box Score,,
"Wed, Nov 20, 2002",7:30 pm,Minnesota Timberwolves,103,Atlanta Hawks,93,Box Score,,
"Wed, Nov 20, 2002",7:00 pm,New Jersey Nets,79,Boston Celtics,96,Box Score,,
"Wed, Nov 20, 2002",7:00 pm,Utah Jazz,96,Denver Nuggets,79,Box Score,,
"Wed, Nov 20, 2002",7:30 pm,Miami Heat,68,Detroit Pistons,79,Box Score,,
"Wed, Nov 20, 2002",7:30 pm,Chicago Bulls,94,Golden State Warriors,100,Box Score,,
"Wed, Nov 20, 2002",7:30 pm,Sacramento Kings,93,Los Angeles Clippers,89,Box Score,,
"Wed, Nov 20, 2002",8:00 pm,Philadelphia 76ers,95,Memphis Grizzlies,88,Box Score,,
"Wed, Nov 20, 2002",7:00 pm,Orlando Magic,84,Portland Trail Blazers,98,Box Score,,
"Wed, Nov 20, 2002",7:30 pm,Los Angeles Lakers,88,San Antonio Spurs,95,Box Score,,
"Wed, Nov 20, 2002",7:00 pm,Indiana Pacers,97,Toronto Raptors,95,Box Score,,
"Thu, Nov 21, 2002",6:30 pm,Houston Rockets,90,Dallas Mavericks,103,Box Score,,
"Thu, Nov 21, 2002",7:00 pm,Portland Trail Blazers,89,Seattle SuperSonics,85,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Atlanta Hawks,98,Boston Celtics,105,Box Score,2OT,
"Fri, Nov 22, 2002",8:30 pm,Los Angeles Clippers,70,Denver Nuggets,72,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Milwaukee Bucks,95,Golden State Warriors,91,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Washington Wizards,86,Houston Rockets,93,Box Score,,
"Fri, Nov 22, 2002",7:00 pm,Orlando Magic,70,Indiana Pacers,106,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Chicago Bulls,73,Los Angeles Lakers,86,Box Score,,
"Fri, Nov 22, 2002",8:00 pm,Detroit Pistons,75,Miami Heat,72,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Cleveland Cavaliers,79,New Jersey Nets,120,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,New York Knicks,97,New Orleans Hornets,105,Box Score,OT,
"Fri, Nov 22, 2002",8:00 pm,Toronto Raptors,80,Philadelphia 76ers,90,Box Score,,
"Fri, Nov 22, 2002",7:00 pm,Phoenix Suns,101,Sacramento Kings,118,Box Score,,
"Fri, Nov 22, 2002",7:30 pm,Memphis Grizzlies,86,San Antonio Spurs,95,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Boston Celtics,109,Atlanta Hawks,99,Box Score,,
"Sat, Nov 23, 2002",7:30 pm,New Orleans Hornets,97,Cleveland Cavaliers,84,Box Score,,
"Sat, Nov 23, 2002",7:30 pm,Seattle SuperSonics,105,Dallas Mavericks,115,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Detroit Pistons,106,Indiana Pacers,91,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Washington Wizards,74,Memphis Grizzlies,85,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,New Jersey Nets,96,Minnesota Timberwolves,82,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Denver Nuggets,80,Phoenix Suns,79,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Sacramento Kings,95,Portland Trail Blazers,94,Box Score,,
"Sat, Nov 23, 2002",7:00 pm,Chicago Bulls,90,Utah Jazz,110,Box Score,,
"Sun, Nov 24, 2002",12:30 pm,Houston Rockets,89,Los Angeles Clippers,90,Box Score,,
"Sun, Nov 24, 2002",6:30 pm,Milwaukee Bucks,99,Los Angeles Lakers,111,Box Score,,
"Sun, Nov 24, 2002",7:00 pm,Minnesota Timberwolves,106,New York Knicks,88,Box Score,,
"Sun, Nov 24, 2002",5:00 pm,Miami Heat,75,Orlando Magic,77,Box Score,,
"Sun, Nov 24, 2002",6:00 pm,Seattle SuperSonics,91,San Antonio Spurs,90,Box Score,,
"Sun, Nov 24, 2002",1:00 pm,Philadelphia 76ers,94,Toronto Raptors,84,Box Score,,
"Mon, Nov 25, 2002",7:00 pm,New Orleans Hornets,87,Philadelphia 76ers,108,Box Score,,
"Mon, Nov 25, 2002",7:00 pm,Milwaukee Bucks,81,Phoenix Suns,86,Box Score,,
"Tue, Nov 26, 2002",7:30 pm,Seattle SuperSonics,116,Atlanta Hawks,119,Box Score,OT,
"Tue, Nov 26, 2002",7:00 pm,Sacramento Kings,91,Cleveland Cavaliers,85,Box Score,,
"Tue, Nov 26, 2002",7:00 pm,San Antonio Spurs,81,Denver Nuggets,85,Box Score,,
"Tue, Nov 26, 2002",7:30 pm,Utah Jazz,99,Los Angeles Clippers,94,Box Score,,
"Tue, Nov 26, 2002",7:30 pm,Los Angeles Lakers,85,Miami Heat,97,Box Score,,
"Tue, Nov 26, 2002",7:00 pm,Houston Rockets,71,Portland Trail Blazers,77,Box Score,,
"Tue, Nov 26, 2002",7:00 pm,Indiana Pacers,88,Washington Wizards,84,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Chicago Bulls,82,Boston Celtics,92,Box Score,,
"Wed, Nov 27, 2002",7:30 pm,Dallas Mavericks,102,Detroit Pistons,82,Box Score,,
"Wed, Nov 27, 2002",7:30 pm,Houston Rockets,91,Golden State Warriors,84,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Seattle SuperSonics,99,Memphis Grizzlies,117,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Cleveland Cavaliers,80,Milwaukee Bucks,112,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Sacramento Kings,74,Minnesota Timberwolves,90,Box Score,,
"Wed, Nov 27, 2002",7:30 pm,Atlanta Hawks,94,New Orleans Hornets,106,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Los Angeles Lakers,102,Orlando Magic,112,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,Miami Heat,74,Philadelphia 76ers,83,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,New Jersey Nets,75,Phoenix Suns,82,Box Score,,
"Wed, Nov 27, 2002",7:30 pm,Denver Nuggets,68,San Antonio Spurs,99,Box Score,,
"Wed, Nov 27, 2002",7:00 pm,New York Knicks,87,Toronto Raptors,81,Box Score,,
"Thu, Nov 28, 2002",7:30 pm,Dallas Mavericks,98,Indiana Pacers,110,Box Score,,
"Thu, Nov 28, 2002",7:00 pm,New Jersey Nets,118,Los Angeles Clippers,126,Box Score,OT,
"Fri, Nov 29, 2002",7:30 pm,Miami Heat,94,Atlanta Hawks,100,Box Score,OT,
"Fri, Nov 29, 2002",8:00 pm,Toronto Raptors,98,Boston Celtics,95,Box Score,,
"Fri, Nov 29, 2002",7:30 pm,Philadelphia 76ers,106,Cleveland Cavaliers,99,Box Score,,
"Fri, Nov 29, 2002",7:00 pm,Golden State Warriors,92,Denver Nuggets,82,Box Score,,
"Fri, Nov 29, 2002",8:00 pm,Milwaukee Bucks,91,Detroit Pistons,96,Box Score,,
"Fri, Nov 29, 2002",8:00 pm,Washington Wizards,84,Indiana Pacers,100,Box Score,,
"Fri, Nov 29, 2002",7:00 pm,Los Angeles Lakers,112,Memphis Grizzlies,106,Box Score,OT,
"Fri, Nov 29, 2002",7:00 pm,San Antonio Spurs,87,Phoenix Suns,94,Box Score,,
"Fri, Nov 29, 2002",7:00 pm,Los Angeles Clippers,94,Sacramento Kings,107,Box Score,,
"Fri, Nov 29, 2002",7:30 pm,Houston Rockets,83,Seattle SuperSonics,72,Box Score,,
"Fri, Nov 29, 2002",7:00 pm,Minnesota Timberwolves,77,Utah Jazz,95,Box Score,,
"Sat, Nov 30, 2002",7:30 pm,Chicago Bulls,90,Dallas Mavericks,103,Box Score,,
"Sat, Nov 30, 2002",7:30 pm,Phoenix Suns,90,Golden State Warriors,100,Box Score,,
"Sat, Nov 30, 2002",8:00 pm,Cleveland Cavaliers,79,Miami Heat,85,Box Score,,
"Sat, Nov 30, 2002",8:00 pm,Detroit Pistons,86,Milwaukee Bucks,109,Box Score,,
"Sat, Nov 30, 2002",1:00 pm,New Orleans Hornets,86,New York Knicks,92,Box Score,OT,
"Sat, Nov 30, 2002",7:00 pm,Atlanta Hawks,92,Orlando Magic,117,Box Score,,
"Sat, Nov 30, 2002",7:00 pm,New Jersey Nets,93,Portland Trail Blazers,86,Box Score,,
"Sat, Nov 30, 2002",7:30 pm,Utah Jazz,85,San Antonio Spurs,107,Box Score,,
"Sat, Nov 30, 2002",7:00 pm,Philadelphia 76ers,95,Washington Wizards,94,Box Score,,
"Sun, Dec 1, 2002",6:00 pm,New Orleans Hornets,86,Boston Celtics,95,Box Score,,
"Sun, Dec 1, 2002",12:30 pm,Indiana Pacers,92,Los Angeles Clippers,87,Box Score,,
"Sun, Dec 1, 2002",6:30 pm,Minnesota Timberwolves,110,Los Angeles Lakers,107,Box Score,,
"Sun, Dec 1, 2002",3:00 pm,Toronto Raptors,92,Memphis Grizzlies,87,Box Score,,
"Sun, Dec 1, 2002",6:00 pm,Houston Rockets,84,Sacramento Kings,103,Box Score,,
"Sun, Dec 1, 2002",6:00 pm,New Jersey Nets,95,Seattle SuperSonics,96,Box Score,,
"Mon, Dec 2, 2002",7:30 pm,Toronto Raptors,102,Dallas Mavericks,113,Box Score,,
"Mon, Dec 2, 2002",7:30 pm,Cleveland Cavaliers,93,New York Knicks,125,Box Score,,
"Mon, Dec 2, 2002",7:00 pm,Boston Celtics,102,Orlando Magic,97,Box Score,,
"Mon, Dec 2, 2002",7:00 pm,Miami Heat,100,Phoenix Suns,90,Box Score,OT,
"Mon, Dec 2, 2002",7:00 pm,Indiana Pacers,91,Utah Jazz,102,Box Score,,
"Tue, Dec 3, 2002",7:30 pm,New Orleans Hornets,115,Chicago Bulls,90,Box Score,,
"Tue, Dec 3, 2002",7:30 pm,Denver Nuggets,89,Golden State Warriors,110,Box Score,,
"Tue, Dec 3, 2002",7:30 pm,San Antonio Spurs,75,Houston Rockets,89,Box Score,,
"Tue, Dec 3, 2002",7:30 pm,Memphis Grizzlies,91,Los Angeles Lakers,101,Box Score,,
"Tue, Dec 3, 2002",7:30 pm,Atlanta Hawks,72,New Jersey Nets,87,Box Score,,
"Tue, Dec 3, 2002",7:00 pm,Minnesota Timberwolves,86,Sacramento Kings,98,Box Score,,
"Tue, Dec 3, 2002",7:00 pm,Milwaukee Bucks,78,Washington Wizards,103,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Chicago Bulls,101,Cleveland Cavaliers,111,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Sacramento Kings,92,Denver Nuggets,90,Box Score,,
"Wed, Dec 4, 2002",7:30 pm,Washington Wizards,88,Detroit Pistons,83,Box Score,,
"Wed, Dec 4, 2002",7:30 pm,Miami Heat,80,Los Angeles Clippers,89,Box Score,,
"Wed, Dec 4, 2002",7:30 pm,Toronto Raptors,74,New Orleans Hornets,89,Box Score,,
"Wed, Dec 4, 2002",7:30 pm,Orlando Magic,87,New York Knicks,85,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Boston Celtics,93,Philadelphia 76ers,99,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Memphis Grizzlies,85,Phoenix Suns,98,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Dallas Mavericks,103,Portland Trail Blazers,88,Box Score,,
"Wed, Dec 4, 2002",7:00 pm,Indiana Pacers,114,Seattle SuperSonics,111,Box Score,OT,
"Wed, Dec 4, 2002",7:00 pm,Los Angeles Lakers,85,Utah Jazz,93,Box Score,,
"Thu, Dec 5, 2002",7:30 pm,Milwaukee Bucks,80,Atlanta Hawks,98,Box Score,,
